,state_id,STATEFP,seat_id,CD114FP,d_votes,r_votes,other_votes,d_vote_share,r_vote_share,other_vote_share,d_won,r_won,other_won
199,MI,26,6,6,152103,211496,14838,0.40192423045315334,0.558867129799676,0.0392086397471706,0,1,0
200,MI,26,7,7,159752,227518,0,0.41250806930565237,0.5874919306943476,0.0,0,1,0
201,MI,26,8,8,217929,202519,7896,0.5087709878041947,0.4727952300020544,0.018433782193750817,1,0,0
202,MI,26,9,9,231829,153677,15579,0.5780046623533664,0.3831531969532643,0.038842140693369234,1,0,0
203,MI,26,10,10,138286,271812,0,0.3372023272486089,0.6627976727513911,0.0,0,1,0
204,MI,26,11,11,226128,215405,8936,0.501983488319951,0.478179408571955,0.019837103108094008,1,0,0
205,MI,26,12,12,254991,117730,11147,0.6642674044202694,0.3066939677180697,0.02903862786166078,1,0,0
206,MI,26,13,13,223205,53311,9363,0.780767387601048,0.18648099370712784,0.032751618691824164,1,0,0
207,MI,26,14,14,271370,62664,8269,0.7927771594172415,0.18306588022891998,0.024156960353838557,1,0,0
208,MN,27,1,1,167877,179150,21441,0.4556080853696929,0.4862023296459937,0.058189584984313425,0,1,0
209,MN,27,2,2,203980,194414,24676,0.48214243505802823,0.4595315196066845,0.058326045335287305,1,0,0
210,MN,27,3,3,243984,194596,0,0.556304437046833,0.44369556295316703,0.0,1,0,0
211,MN,27,4,4,243503,111693,29357,0.6332105067441939,0.2904489108133339,0.07634058244247217,1,0,0
212,MN,27,5,5,255920,102878,37978,0.6449986894368611,0.2592848357763574,0.09571647478678146,1,0,0
213,MN,27,6,6,142469,271153,0,0.3444425103113471,0.6555574896886529,0.0,0,1,0
214,MN,27,7,7,141150,187483,23425,0.40092825613961336,0.5325344119434866,0.06653733191690006,0,1,0
215,MN,27,8,8,147581,223363,22114,0.37546876033562476,0.5682698227742471,0.056261416890128174,0,1,0
216,MO,29,1,1,249087,59940,6766,0.7887666921052715,0.18980788047866798,0.02142542741606052,1,0,0
217,MO,29,2,2,204468,233094,11714,0.455105547592126,0.518821392640604,0.026073059767270007,0,1,0
